nohup: ignoring input
[2025-07-11 13:44:56] INFO: Starting pipeline (test=False, size=10)
[2025-07-11 13:45:00] INFO: [utt_000364] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000365] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000366] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000367] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000368] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000369] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000370] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000371] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000372] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000373] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000374] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000375] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000376] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000377] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000378] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000379] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000380] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000381] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000382] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000383] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000384] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000385] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000386] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000387] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000388] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000389] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000390] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000391] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000392] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000393] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000394] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000395] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000396] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000397] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000398] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000399] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000400] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000401] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000402] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000403] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000404] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000405] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000406] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000407] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000408] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000409] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000410] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000411] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000412] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000413] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000414] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000415] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000416] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000417] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000418] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000419] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000420] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000421] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000422] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000423] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000424] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000425] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000426] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000427] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000428] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000429] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000430] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000431] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000432] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000433] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000434] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000435] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000436] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000437] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000438] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000439] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000440] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000441] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000442] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000443] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000444] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000445] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000446] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000447] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000448] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000449] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000450] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000451] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000452] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000453] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000454] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000455] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000456] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000457] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000458] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000459] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000460] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000461] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000462] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000463] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000464] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000465] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000466] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000467] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000468] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000469] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000470] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000471] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000472] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000473] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000474] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000475] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000476] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000477] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000478] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000479] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000480] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000481] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000482] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000483] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000484] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000485] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000486] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000487] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000488] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000489] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000490] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000491] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000492] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000493] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000494] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000495] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000496] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000497] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000498] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000499] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000500] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000501] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000502] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000503] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000504] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000505] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000506] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000507] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000508] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000509] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000510] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000511] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000512] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000513] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000514] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000515] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000516] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000517] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000518] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000519] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000520] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000521] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000522] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000523] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000524] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000525] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000526] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000527] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000528] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000529] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000530] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000531] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000532] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000533] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000534] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000535] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000536] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000537] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000538] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000539] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000540] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000541] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000542] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000543] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000544] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000545] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000546] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000547] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000548] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000549] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000550] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000551] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000552] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000553] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000554] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000555] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000556] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000557] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000558] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000559] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000560] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000561] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000562] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000563] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000564] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000565] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000566] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000567] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000568] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000569] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000570] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000571] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000572] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000573] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000574] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000575] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000576] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000577] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000578] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000579] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000580] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000581] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000582] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000583] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000584] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000585] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000586] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000587] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000588] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000589] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000590] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000591] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000592] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000593] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000594] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000595] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000596] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000597] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000598] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000599] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000600] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000601] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000602] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000603] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000604] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000605] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000606] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000607] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000608] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000609] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000610] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000611] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000612] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000613] Cached WAV found, skipping save
[2025-07-11 13:45:00] INFO: [utt_000614] Cached WAV found, skipping save
